OrganisationLabel,OrganisationURI,EffectiveDate,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName,MerchantCategoryCode,CardTransaction
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Vincents Inf,Ralph Livesey Limited,2025-05-16,256.75,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Highfield,Dunsters Farm Limited,2025-05-16,184.29,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bth 6th Form,Dunsters Farm Limited,2025-05-16,141.12,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Moorlands,Dunsters Farm Limited,2025-05-16,290.86,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Sale Grammar,Dunsters Farm Limited,2025-05-16,36.32,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Springfield,Dunsters Farm Limited,2025-05-16,377.9,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Park Road Timp,Dunsters Farm Limited,2025-05-16,426.77,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Lostock High,Dunsters Farm Limited,2025-05-16,-31.15,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Park Road Sale,Ralph Livesey Limited,2025-05-16,508.15,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Holy Family,Dunsters Farm Limited,2025-05-16,30.66,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Antonys,Dunsters Farm Limited,2025-05-16,2276.21,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Hughs Rc,Ralph Livesey Limited,2025-05-16,241.54,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Egerton,Dunsters Farm Limited,2025-05-16,304.98,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Sale High School,Dunsters Farm Limited,2025-05-16,8.93,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Urmston Junior,Dunsters Farm Limited,2025-05-16,389.56,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Hughs Rc,Dunsters Farm Limited,2025-05-16,489.98,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Tyntesfield,James Burrows Ltd,2025-05-16,145.99,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Worthington,Ralph Livesey Limited,2025-05-16,388.18,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Josephs Rc,Dunsters Farm Limited,2025-05-16,485.42,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Woodheys,James Burrows Ltd,2025-05-16,158.76,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Navigation,Dunsters Farm Limited,2025-05-16,287.12,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Wellgreen,Dunsters Farm Limited,2025-05-16,451.21,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Annes Ce Sale,Dunsters Farm Limited,2025-05-16,328.64,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Wellfield Jr,Dunsters Farm Limited,2025-05-16,-17.05,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Moorlands,James Burrows Ltd,2025-05-16,161.26,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Patricks Primary,Dunsters Farm Limited,2025-05-16,231.77,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Annes Ce Sale,James Burrows Ltd,2025-05-16,110.95,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Wellfield Jr,James Burrows Ltd,2025-05-16,86.63,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Josephs Rc,James Burrows Ltd,2025-05-16,129.72,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Vincents Inf,Dunsters Farm Limited,2025-05-16,312.27,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Springfield,Dunsters Farm Limited,2025-05-16,615.83,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Heyes Lane Jnr,Dunsters Farm Limited,2025-05-16,385.75,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bth,Dunsters Farm Limited,2025-05-16,473.77,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Willows,Dunsters Farm Limited,2025-05-16,489.98,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Education Services,Alliance Disposables Limi,2025-05-16,-14.85,0,Credit Voucher Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Willows,Dunsters Farm Limited,2025-05-16,311.96,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Springfield,Dunsters Farm Limited,2025-05-16,-17,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bowdon Ce,Dunsters Farm Limited,2025-05-16,712.81,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,New Moston Primary,Dunsters Farm Limited,2025-05-16,248.28,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Willows,Ralph Livesey Limited,2025-05-16,244.53,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Brentwood,Dunsters Farm Limited,2025-05-16,330.35,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Vincents Jnr,Dunsters Farm Limited,2025-05-16,587.94,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Urmston Junior,Ralph Livesey Limited,2025-05-16,221.32,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Old Trafford,Dunsters Farm Limited,2025-05-16,371.01,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Kings Road,Dunsters Farm Limited,2025-05-16,277.89,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Philips Primary,Dunsters Farm Limited,2025-05-16,281.77,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Kingsway,Ralph Livesey Limited,2025-05-16,111.94,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Sale Grammar,Dunsters Farm Limited,2025-05-16,54.23,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,New Moston Primary,Dunsters Farm Limited,2025-05-16,197.17,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Park Road Sale,James Burrows Ltd,2025-05-16,182.05,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Seymour Park,James Burrows Ltd,2025-05-16,109.73,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Charlestown Primary,Dunsters Farm Limited,2025-05-16,652.44,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bth,Dunsters Farm Limited,2025-05-16,147.78,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Hughs Rc,Dunsters Farm Limited,2025-05-16,-20.04,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bowdon Ce,Dunsters Farm Limited,2025-05-16,538.89,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bth,Dunsters Farm Limited,2025-05-16,759.97,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Firs,Ralph Livesey Limited,2025-05-16,77.01,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Kings Road,Dunsters Farm Limited,2025-05-16,315.72,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Patricks Primary,Dunsters Farm Limited,2025-05-16,322.3,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bth 6th Form,Dunsters Farm Limited,2025-05-16,8,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Wellgreen,James Burrows Ltd,2025-05-16,67.78,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Navigation,James Burrows Ltd,2025-05-16,203.47,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Sale Grammar,Dunsters Farm Limited,2025-05-16,-18.69,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bth 6th Form,Dunsters Farm Limited,2025-05-16,8,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Moorlands,Dunsters Farm Limited,2025-05-16,277.91,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Park Road Timp,Ralph Livesey Limited,2025-05-16,171.47,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bollin,Dunsters Farm Limited,2025-05-16,-36,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Davyhulme Jnr,Dunsters Farm Limited,2025-05-16,177.94,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Holy Family,Dunsters Farm Limited,2025-05-16,48.58,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Tyntesfield,Dunsters Farm Limited,2025-05-16,4.99,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Delamere Special,Dunsters Farm Limited,2025-05-16,236.67,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bth 6th Form,Dunsters Farm Limited,2025-05-16,73.79,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Moss Park Inf,Dunsters Farm Limited,2025-05-16,296.48,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Monicas Rc,Dunsters Farm Limited,2025-05-16,439.66,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Alphonsus,James Burrows Ltd,2025-05-16,104.78,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Annes Ce Sale,Ralph Livesey Limited,2025-05-16,128.08,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Marys Sale,James Burrows Ltd,2025-05-15,198.85,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Wellfield Inf,James Burrows Ltd,2025-05-15,89.85,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Heyes Lane Jnr,James Burrows Ltd,2025-05-15,221.7,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Patricks Primary,James Burrows Ltd,2025-05-15,121.05,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Urmston Junior,James Burrows Ltd,2025-05-15,123.73,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Marys Davy,James Burrows Ltd,2025-05-15,66.27,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Monicas Rc,James Burrows Ltd,2025-05-15,87.96,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Woodhouse,James Burrows Ltd,2025-05-15,66.42,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Brooklands,James Burrows Ltd,2025-05-15,195.25,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bollin,James Burrows Ltd,2025-05-15,177.73,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bollin,James Burrows Ltd,2025-05-15,129.47,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,New Moston Primary,James Burrows Ltd,2025-05-15,136.46,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Wellgreen,James Burrows Ltd,2025-05-15,124.31,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Highfield,James Burrows Ltd,2025-05-15,43.17,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Flixton Infants,James Burrows Ltd,2025-05-15,79.8,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Vincents Inf,James Burrows Ltd,2025-05-15,88.4,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,All Saints,James Burrows Ltd,2025-05-15,116.4,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Alma Park,James Burrows Ltd,2025-05-15,83.44,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Vincents Jnr,James Burrows Ltd,2025-05-15,104.52,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Trafford High School,James Burrows Ltd,2025-05-15,15.4,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Matthews Ce,James Burrows Ltd,2025-05-15,68.71,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Hughs Rc,James Burrows Ltd,2025-05-15,217.19,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Josephs Rc,James Burrows Ltd,2025-05-15,272.51,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Willows,James Burrows Ltd,2025-05-15,108.63,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,English Martyrs,James Burrows Ltd,2025-05-15,68.37,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Navigation,James Burrows Ltd,2025-05-15,154.36,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Edmunds Primary,James Burrows Ltd,2025-05-15,144.52,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Victoria Pk Inf,James Burrows Ltd,2025-05-15,61.52,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Altrincham Ce,James Burrows Ltd,2025-05-15,68.93,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Oldfield Brow,James Burrows Ltd,2025-05-15,107.2,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Kingsway,James Burrows Ltd,2025-05-15,67.72,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Moss Park Inf,James Burrows Ltd,2025-05-15,174.22,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Cloverlea,James Burrows Ltd,2025-05-15,106.9,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Park Road Sale,James Burrows Ltd,2025-05-15,162.12,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Wellfield Jr,James Burrows Ltd,2025-05-15,32.65,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Delamere Special,James Burrows Ltd,2025-05-15,10.4,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Davyhulme Jnr,James Burrows Ltd,2025-05-15,123.39,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Bowdon Ce,James Burrows Ltd,2025-05-15,505.6,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Clares Rc Primary,James Burrows Ltd,2025-05-15,160.53,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Woodheys,James Burrows Ltd,2025-05-15,158.08,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Moss Park Inf,Alliance Disposables Limi,2025-05-15,87.7,0,Purchase Alliance Disposables Limi for NA,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Marys Primary,James Burrows Ltd,2025-05-15,57.2,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Tyntesfield,James Burrows Ltd,2025-05-15,130.91,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Firs,James Burrows Ltd,2025-05-15,130.2,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Hugh Lincoln,James Burrows Ltd,2025-05-15,29.24,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,St Malachys Primary,James Burrows Ltd,2025-05-15,78.88,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-05-31,Kings Road,James Burrows Ltd,2025-05-15,136.46,0,Purchase James Burrows Ltd for NA,Other Nondurable Goods,5199,GPC
